OSEBuildingID,DataYear,BuildingType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions
25275,2016,NonResidential,Express Cold Storage,GREATER DUWAMISH,1967,1.0,1,27263,0,27263,Refrigerated Warehouse,,2408141.75,0.0,2470642.0,0.0,17.22
25325,2016,NonResidential,All Pilgrims Christian Church,EAST,1906,1.0,1,26440,0,26440,Worship Facility,91.0,826275.1875,0.0,223375.0,496530.0,27.93
26726,2016,NonResidential,Buty Building,DOWNTOWN,1900,1.0,3,22480,0,22480,Office,,981009.125,0.0,981009.0,0.0,6.84
313,2016,NonResidential,BMR-201 Elliott Avenue LLC,MAGNOLIA / QUEEN ANNE,1927,1.0,5,190000,39000,151000,Medical Office,1.0,28731502.0,0.0,18745441.0,9986059.0,661.04
22936,2016,NonResidential,Seattle Asian Art Museum,EAST,1932,1.0,1,33087,0,33087,Other - Entertainment/Public Assembly,,3944599.75,0.0,1443141.0,2105717.0,121.9
21656,2016,NonResidential,Japanese Baptist Church,EAST,1922,1.0,2,22688,0,22688,Worship Facility,87.0,391818.4063,0.0,228628.0,103047.0,7.07
24448,2016,NonResidential,"Automobili Italiane, Inc.",EAST,1913,1.0,1,36000,0,36000,Parking,59.0,1280845.875,0.0,763041.0,399122.0,26.52
21125,2016,NonResidential,The Peck Building,LAKE UNION,2001,1.0,5,33740,6010,27730,Office,79.0,1291405.25,0.0,1291405.0,0.0,9.0
24376,2016,NonResidential,SE Seattle Community Health Center,SOUTHEAST,1990,1.0,2,38352,11082,27270,Medical Office,36.0,2108861.75,0.0,2108861.0,0.0,14.7
341,2016,NonResidential,Dexter Horton Building,DOWNTOWN,1922,1.0,15,388934,0,388934,Office,89.0,18982748.0,1192343.75,17384553.0,0.0,213.23
327,2016,NonResidential,Nordstrom 001,DOWNTOWN,1925,1.0,10,693450,0,693450,Retail Store,93.0,40037736.0,21230.80078,37497068.0,2544584.0,398.19
19596,2016,NonResidential,BALLARD CHURCH (ID19596),BALLARD,1914,1.0,2,33589,0,33589,Worship Facility,90.0,606874.5,0.0,111626.0,398210.0,21.93
707,2016,NonResidential,101 ELLIOTT AVENUE WEST,MAGNOLIA / QUEEN ANNE,1986,1.0,5,208210,78848,129362,Office,95.0,5799664.5,0.0,3817281.0,1697027.0,116.74
24376,2016,NonResidential,SE Seattle Community Health Center,SOUTHEAST,1990,1.0,2,38352,11082,27270,Medical Office,36.0,2108861.75,0.0,2108861.0,0.0,14.7
23956,2016,NonResidential,St. Catherine School,NORTH,1931,1.0,2,23923,0,23923,K-12 School,69.0,880687.3125,0.0,504519.0,301124.0,19.51
26834,2016,NonResidential,(ID26834) SOO YUEN ASSOCIATION BUILDING,DOWNTOWN,1909,1.0,3,20620,0,20620,Multifamily Housing,,791926.875,0.0,410059.0,337398.0,20.78
24587,2016,NonResidential,Lander Station Business Park,GREATER DUWAMISH,1992,1.0,1,29394,0,29394,Non-Refrigerated Warehouse,60.0,1597845.25,0.0,1141948.0,344734.0,26.27
22883,2016,NonResidential,Keller Supply,MAGNOLIA / QUEEN ANNE,1955,1.0,2,39497,0,39497,Non-Refrigerated Warehouse,9.0,1809734.75,0.0,1344071.0,355986.0,28.28
21474,2016,NonResidential,The Lusty Lady,DOWNTOWN,1900,1.0,3,49760,0,49760,Other,,44293.5,0.0,44294.0,0.0,0.31
20815,2016,NonResidential,SPRAG,LAKE UNION,1957,1.0,2,21183,0,21183,Office,99.0,361542.0938,0.0,361542.0,0.0,2.52
20985,2016,NonResidential,Building Q,GREATER DUWAMISH,1970,1.0,1,26400,0,26400,Other - Recreation,,452612.5,0.0,452612.0,0.0,3.16
22609,2016,NonResidential,The Wharf Building,MAGNOLIA / QUEEN ANNE,1994,1.0,4,30172,0,30172,Office,82.0,967548.3125,0.0,904060.0,0.0,6.3
481,2016,NonResidential,Westlake Terry - East SEDO,LAKE UNION,2006,1.0,4,209816,73673,136143,Office,97.0,6917478.5,0.0,5303806.0,1613672.0,122.68
21364,2016,NonResidential,Pacific Northwest Research,EAST,1988,1.0,5,45780,11400,34380,Other - Education,,11542708.0,5473370.5,5305454.0,55262.0,462.4
40067,2016,NonResidential,Olympic Block,DOWNTOWN,1985,1.0,6,73102,0,73102,Office,84.0,4483478.0,0.0,4307238.0,0.0,30.03
725,2016,NonResidential,Pacific Millennial Realty LLC,GREATER DUWAMISH,1961,1.0,1,73335,0,73335,Distribution Center,,5459973.5,0.0,2606839.0,2590279.0,155.74
26528,2016,NonResidential,4701 University Way Bldg,NORTHEAST,1957,1.0,1,27966,7004,20962,Office,58.0,1181649.25,0.0,1100500.0,0.0,7.67
26359,2016,NonResidential,Hansen Bros.,NORTHWEST,1972,1.0,1,29400,0,29400,Non-Refrigerated Warehouse,69.0,227509.5,0.0,227509.0,0.0,1.59
26924,2016,NonResidential,Yesler Community Center,EAST,2005,0.0,2,29508,7120,22388,Other - Recreation,,2506557.5,0.0,791940.0,1425680.0,81.24
25667,2016,NonResidential,Pike Building,EAST,1912,1.0,2,34914,0,34914,Retail Store,,1314474.5,0.0,1333290.0,0.0,9.29
21917,2016,NonResidential,Lakeview Medical Building,NORTHEAST,1967,1.0,3,38378,0,38378,Medical Office,86.0,1807593.875,0.0,729620.0,915985.0,53.73
19747,2016,NonResidential,First and Cedar Building,DOWNTOWN,1974,1.0,5,61825,13320,48505,Office,59.0,4673727.5,0.0,1915699.0,2407174.0,141.2
20160,2016,NonResidential,Sigma Kappa Corp,NORTHEAST,1930,1.0,3,20960,0,20960,Residence Hall/Dormitory,,1667310.5,0.0,328800.0,1171510.0,64.51
19477,2016,NonResidential,SeaTac Marine Services,GREATER DUWAMISH,1976,1.0,1,44100,0,44100,Non-Refrigerated Warehouse,1.0,1692054.125,0.0,1618916.0,0.0,11.29
20211,2016,NonResidential,Miller-Barringham Building,BALLARD,1945,1.0,1,21060,0,21060,Non-Refrigerated Warehouse,,380806.5938,0.0,258178.0,92087.0,6.69
451,2016,NonResidential,Frye Distribution Center,GREATER DUWAMISH,1960,1.0,1,119661,0,119661,Distribution Center,97.0,775864.1875,0.0,774965.0,764.0,5.44
24646,2016,NonResidential,Southwest Teen Life Center and Pool,DELRIDGE,1975,0.0,2,27227,0,27227,Other - Recreation,,8556389.0,0.0,3053337.0,5000997.0,286.89
25528,2016,NonResidential,Waterfront Place,DOWNTOWN,1983,1.0,13,307557,83064,224493,Office,,9691704.0,0.0,9512827.0,0.0,66.32
716,2016,NonResidential,Western Building,DOWNTOWN,1910,1.0,6,86204,0,86204,Other,89.0,3350477.0,0.0,2235899.0,1006018.0,69.02
24653,2016,NonResidential,(ID24653) Greenwood Shopping Center,NORTHWEST,1953,1.0,1,51000,0,51000,Retail Store,95.0,1330840.875,0.0,1187021.0,111019.0,14.17
23836,2016,NonResidential,South Seattle Business Park - Bldg C,GREATER DUWAMISH,1983,1.0,2,24221,0,24221,Office,20.0,1506510.25,0.0,1435563.0,0.0,10.01
654,2016,NonResidential,AIRPORT WAY SOUTH,GREATER DUWAMISH,1973,1.0,1,56572,0,56572,Retail Store,66.0,2540840.5,0.0,1315085.0,1094344.0,67.29
569,2016,NonResidential,Pacific Tower,GREATER DUWAMISH,1932,1.0,14,304052,0,304052,Office,66.0,21290090.0,0.0,18843504.0,2183891.0,247.35
22804,2016,NonResidential,Lake City Professional Center,NORTH,1931,1.0,2,37500,0,37500,Office,58.0,2448649.75,0.0,1614256.0,621509.0,44.26
26465,2016,NonResidential,St. Benedict School,LAKE UNION,1910,1.0,2,33300,0,33300,K-12 School,92.0,1903636.375,0.0,335907.0,1258827.0,69.2
19621,2016,NonResidential,(ID19621) BALLARD ELKS,BALLARD,1978,1.0,2,28492,0,28492,Office,12.0,2000228.875,0.0,1363957.0,532342.0,37.78
23618,2016,NonResidential,"Ocean Beauty Alaska Bldg, LLC",MAGNOLIA / QUEEN ANNE,1957,1.0,1,38255,0,38255,Non-Refrigerated Warehouse,12.0,1173175.75,0.0,401825.0,583577.0,33.8
45927,2016,NonResidential,Reasearch and Training Building,EAST,2000,1.0,8,178000,0,178000,Laboratory,,55068016.0,31030194.0,22135959.0,0.0,2549.47
25635,2016,NonResidential,Seattle Healing Arts,NORTHEAST,1970,1.0,2,23595,0,23595,Medical Office,72.0,823716.875,0.0,799401.0,18009.0,6.53
21433,2016,NonResidential,Chihuly Garden and Glass,MAGNOLIA / QUEEN ANNE,1998,1.0,1,30533,0,30533,Museum,,6193701.5,0.0,2630916.0,3272098.0,192.12
21057,2016,NonResidential,Fremont Space,LAKE UNION,2006,1.0,4,39926,12400,27526,Office,,1039085.375,0.0,849654.0,161314.0,14.49
21793,2016,NonResidential,5950 6th Avenue S. Building,GREATER DUWAMISH,1967,1.0,2,24000,0,24000,Office,73.0,1148448.75,0.0,1088556.0,0.0,7.59
21278,2016,NonResidential,Church of Scientology Washington State,MAGNOLIA / QUEEN ANNE,1955,1.0,5,31945,0,31945,Worship Facility,4.0,1806468.0,0.0,1806468.0,0.0,12.59
27821,2016,NonResidential,70500866 -- Northgate,North,1996,1.0,1,44755,0,44755,Supermarket/Grocery Store,56.0,11943740.0,0.0,5923610.0,5597529.0,338.58
26596,2016,NonResidential,W0164 Washington Building,DOWNTOWN,1900,1.0,1,20880,0,20880,Office,94.0,683274.0,0.0,683274.0,0.0,4.76
681,2016,NonResidential,1633 Westlake Building,MAGNOLIA / QUEEN ANNE,2000,1.0,4,191146,94892,96254,Office,93.0,5101504.5,0.0,5101504.0,0.0,35.56
50221,2016,NonResidential,High Point Community Center,DELRIDGE NEIGHBORHOODS,1982,1.0,1,18261,0,18261,Other - Recreation,,1025432.125,0.0,632362.0071,299719.9951,20.33
23742,2016,NonResidential,1419 Elliott Ave,MAGNOLIA / QUEEN ANNE,1979,1.0,2,43016,5400,37616,Office,100.0,1458046.0,0.0,107823.0,1126273.0,60.57
21278,2016,NonResidential,Church of Scientology Washington State,MAGNOLIA / QUEEN ANNE,1955,1.0,5,31945,0,31945,Worship Facility,4.0,1806468.0,0.0,1806468.0,0.0,12.59
22804,2016,NonResidential,Lake City Professional Center,NORTH,1931,1.0,2,37500,0,37500,Office,58.0,2448649.75,0.0,1614256.0,621509.0,44.26
21611,2016,NonResidential,Seattle Chinese Baptist Church,GREATER DUWAMISH,1977,1.0,99,21948,0,21948,Worship Facility,80.0,326001.1875,0.0,326001.0,0.0,2.27
702,2016,NonResidential,Hays Elliot,MAGNOLIA / QUEEN ANNE,1937,1.0,2,61929,0,61929,Office,59.0,2421613.25,0.0,1328054.0,874972.0,55.73
26933,2016,NonResidential,Langston Hughes Performing Arts Center,CENTRAL,1913,1.0,3,20992,0,20992,Performing Arts,,2879554.5,0.0,576892.0,1896410.0,104.74
50054,2016,NonResidential,400 FAIRVIEW OFFICE BLDG,LAKE UNION,2014,1.0,13,536697,197659,339038,Office,98.0,14037166.0,0.0,9925769.0,3313279.0,245.16
24118,2016,NonResidential,(ID24118) Industrial Way Building,GREATER DUWAMISH,1967,1.0,1,23296,0,23296,Non-Refrigerated Warehouse,,1639903.75,0.0,778664.0,651191.0,40.01
21424,2016,NonResidential,First Church Seattle,MAGNOLIA / QUEEN ANNE,2009,1.0,3,23241,0,23241,Worship Facility,66.0,789925.875,0.0,403459.0,335751.0,20.64
24451,2016,NonResidential,LOFT BUILDING,EAST,1915,1.0,2,43200,0,43200,Non-Refrigerated Warehouse,38.0,2061027.625,0.0,1155595.0,774256.0,49.18
102,2016,NonResidential,Residence Inn Seattle - Lake Union,LAKE UNION,1990,1.0,7,282863,44766,238097,Hotel,37.0,20194606.0,0.0,10980652.0,8478651.0,526.85
554,2016,NonResidential,South Seattle Distribution Center- 3601,GREATER DUWAMISH,1980,1.0,1,52613,0,52613,Distribution Center,80.0,1231121.75,0.0,527872.0,533586.0,32.02
345,2016,NonResidential,999 Third Avenue,DOWNTOWN,1983,1.0,47,1323055,0,1323055,Office,94.0,44683660.0,0.0,44521844.0,161812.0,318.97
22834,2016,NonResidential,University Child Development School,NORTHEAST,2004,3.0,2,31343,0,31343,K-12 School,5.0,4277566.0,0.0,1639135.0,2207366.0,128.66
24531,2016,NonResidential,Kenyon Industrial Park Building D,GREATER DUWAMISH,1966,1.0,1,32000,0,32000,Non-Refrigerated Warehouse,3.0,2340055.75,0.0,1611215.0,574933.0,41.77
386,2016,NonResidential,IBM-COS,DOWNTOWN,1964,1.0,22,336330,0,336330,Office,77.0,19730534.0,5370612.0,13134207.0,462194.0,530.66
26705,2016,NonResidential,Graybar Building,DOWNTOWN,1930,1.0,2,36630,0,36630,Office,90.0,541943.3125,0.0,541943.0,0.0,3.78
21916,2016,NonResidential,Union Bay Plaza,NORTHEAST,1945,1.0,2,22135,0,22135,Medical Office,,1365716.125,0.0,858099.0,403535.0,27.41
829,2016,NonResidential,Northwest Work Lofts,MAGNOLIA / QUEEN ANNE,1928,3.0,4,62600,0,62600,Other,,12637976.0,0.0,4031128.0,7116213.0,406.04
23956,2016,NonResidential,St. Catherine School,NORTH,1931,1.0,2,23923,0,23923,K-12 School,69.0,880687.3125,0.0,504519.0,301124.0,19.51
22223,2016,NonResidential,St. Alphonsus School,BALLARD,1922,1.0,3,35448,0,35448,K-12 School,97.0,1632148.75,0.0,280549.0,1099383.0,60.34
23712,2016,NonResidential,Fauntleroy Church UCC,SOUTHWEST,1952,1.0,3,30740,0,30740,Worship Facility,,1849185.25,0.0,612433.0,1073829.0,61.3
804,2016,NonResidential,Northgate North,North,2000,1.0,5,303255,19820,283435,Parking,,11077140.0,0.0,10602152.0,474987.0,99.14
765,2016,NonResidential,Seattle Tower,DOWNTOWN,1929,1.0,27,216571,13320,203251,Office,62.0,17352520.0,7413886.0,8704772.0,127447.0,639.72
25540,2016,NonResidential,Pioneer Square Hotel,DOWNTOWN,1914,1.0,4,45500,0,45500,Hotel,77.0,2934339.25,941139.6875,1069553.0,788902.0,122.0
49793,2016,NonResidential,Interbay Worklofts,MAGNOLIA / QUEEN ANNE,2013,1.0,3,105061,28217,76844,Office,100.0,1420513.25,0.0,1363192.0,0.0,9.5
722,2016,NonResidential,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,GREATER DUWAMISH,1951,1.0,3,98220,0,98220,Non-Refrigerated Warehouse,12.0,6562048.5,0.0,5813591.0,654498.0,75.29
49966,2016,NonResidential,Smilow Rainier Vista Boys & Girls Club,SOUTHEAST,2009,1.0,0,40265,0,40265,Pre-school/Daycare,,2261075.5,0.0,1371703.0,787467.0,51.39
623,2016,NonResidential,Hullin Transfer Building,GREATER DUWAMISH,1962,1.0,2,92792,0,92792,Distribution Center,56.0,3471977.25,0.0,2024573.0,1130923.0,74.18
24950,2016,NonResidential,COIN,GREATER DUWAMISH,1952,1.0,1,25460,0,25460,Other,,907591.625,0.0,834712.0,0.0,5.82
21898,2016,NonResidential,Halfon Candy Company,GREATER DUWAMISH,1978,1.0,1,31300,0,31300,Non-Refrigerated Warehouse,89.0,398438.5938,0.0,220913.0,141961.0,9.08
20372,2016,NonResidential,Hotel Andra,DOWNTOWN,1925,1.0,9,104000,0,104000,Hotel,8.0,9037184.0,3578548.25,4159822.0,952277.0,355.8
480,2016,NonResidential,307 Westlake - SEDO,LAKE UNION,2003,1.0,5,159700,50654,109046,Other,,31915486.0,0.0,20355803.0,11015812.0,726.96
23836,2016,NonResidential,South Seattle Business Park - Bldg C,GREATER DUWAMISH,1983,1.0,2,24221,0,24221,Office,20.0,1506510.25,0.0,1435563.0,0.0,10.01
19860,2016,NonResidential,Marion 814,DOWNTOWN,1906,1.0,5,26840,0,26840,Office,24.0,1997288.75,0.0,1989287.0,0.0,13.87
23562,2016,NonResidential,The Travelers Hotel,DOWNTOWN,1913,1.0,3,43878,0,43878,Multifamily Housing,,769771.3125,0.0,769771.0,0.0,5.37
519,2016,NonResidential,00410-Hwy 99 & 130th,NORTHWEST,1997,1.0,1,50083,0,50083,Supermarket/Grocery Store,78.0,8901074.0,0.0,6528390.0,2135300.0,158.92
563,2016,NonResidential,Darigold HQ,CENTRAL,1914,1.0,2,62220,0,62220,Office,32.0,5444253.5,0.0,5431426.0,12827.0,38.55
333,2016,NonResidential,Plaza 600,DOWNTOWN,1969,1.0,20,265851,32334,233517,Office,90.0,15742790.0,6568832.0,8064399.0,0.0,563.25
27455,2016,NonResidential,The Seattle Public Library - Queen Anne Storage Facility,MAGNOLIA / QUEEN ANNE,1921,1.0,3,23040,0,23040,Distribution Center,,472415.4063,0.0,421430.0,0.0,2.94
578,2016,NonResidential,Pacific Plumbing Supply,DELRIDGE,1976,1.0,1,51600,0,51600,Distribution Center,75.0,1196293.25,0.0,815508.0,309035.0,22.1
20556,2016,NonResidential,3300,GREATER DUWAMISH,1955,1.0,2,32400,0,32400,Non-Refrigerated Warehouse,91.0,248616.0,0.0,248616.0,0.0,1.73
630,2016,NonResidential,The Reedo Building,DOWNTOWN,1904,1.0,4,66842,0,66842,Office,31.0,5550151.0,0.0,3457540.0,2151060.0,138.35
33527,2016,NonResidential,SCCC WOOD CONSTRUCTION,CENTRAL,2013,2.0,1,57468,0,57468,College/University,,3778965.75,0.0,2133182.0,1410803.0,89.8
23971,2016,NonResidential,Airport Way,GREATER DUWAMISH,1955,1.0,1,25375,0,25375,Refrigerated Warehouse,,4069301.5,0.0,4069301.0,0.0,28.37
22579,2016,NonResidential,Century 21 Promotions Inc,MAGNOLIA / QUEEN ANNE,1968,1.0,1,35946,0,35946,Distribution Center,,503210.6875,0.0,300259.0,169240.0,11.08
27721,2016,NonResidential,The Seattle Public Library - Greenwood Branch,NORTHWEST,2004,1.0,1,27376,14570,12806,Library,,1155795.125,0.0,668530.0,414390.0,26.67
20000,2016,NonResidential,EMMANUEL BIBLE CHURCH,Northwest,1928,1.0,2,45991,0,45991,Worship Facility,77.0,1297917.25,0.0,529029.0,616507.0,36.43
22863,2016,NonResidential,Max Performance,MAGNOLIA / QUEEN ANNE,1957,1.0,2,20294,0,20294,Other,,1845057.875,0.0,536408.0,1199588.0,67.45
21582,2016,NonResidential,WSECU - 4,LAKE UNION,1993,1.0,3,25194,3764,21430,Retail Store,,1980961.25,0.0,950029.0,928714.0,55.95
763,2016,NonResidential,Market Square,DOWNTOWN,1909,1.0,6,51218,0,51218,Office,57.0,2886141.5,0.0,2886141.0,0.0,20.12
11,2016,NonResidential,Paramount Theatre,DOWNTOWN,1926,1.0,8,102761,0,102761,Other - Entertainment/Public Assembly,,7067881.5,2276286.5,3636655.0,385189.0,221.51
19873,2016,NonResidential,Store #5218_2603 Third Avenue,DOWNTOWN,1931,1.0,2,26270,0,26270,Retail Store,32.0,1667641.25,0.0,1064100.0,496361.0,33.78
23672,2016,NonResidential,2324 Eastlake,LAKE UNION,1986,1.0,4,57432,21906,35526,Office,,2638076.5,0.0,2520483.0,0.0,17.57
314,2016,NonResidential,Edgewater Seattle,DOWNTOWN,1961,1.0,4,122309,0,122309,Hotel,8.0,26122018.0,0.0,6322533.0,19131155.0,1060.13
20532,2016,NonResidential,Amy Yee Tennis Center,SOUTHEAST,1977,0.0,1,36070,0,36070,Other - Recreation,,1542945.125,0.0,1441665.0,0.0,10.05
21550,2016,NonResidential,Bayview Building,MAGNOLIA / QUEEN ANNE,1930,1.0,3,45864,0,45864,Office,94.0,3034554.5,0.0,480350.0,2110272.0,115.43
27830,2016,NonResidential,ELYSIAN BREWING CO & OFFICES,EAST,1920,1.0,3,23422,0,23422,Office,65.0,2902229.0,0.0,334292.0,2367580.0,128.07
22609,2016,NonResidential,The Wharf Building,MAGNOLIA / QUEEN ANNE,1994,1.0,4,30172,0,30172,Office,82.0,967548.3125,0.0,904060.0,0.0,6.3
24720,2016,NonResidential,Guardian Security Systems,GREATER DUWAMISH,1927,1.0,1,22580,0,22580,Office,90.0,937950.625,0.0,859792.0,68793.0,9.65
23671,2016,NonResidential,Areis Building,LAKE UNION,1959,1.0,4,50333,18036,32297,Office,88.0,1761932.5,0.0,1602084.0,0.0,11.17
26119,2016,NonResidential,517 E Pike St Building,EAST,1910,0.0,2,24750,0,24750,Retail Store,,906960.625,0.0,292118.0,490226.0,28.07
278,2016,NonResidential,ID Village Square 1,DOWNTOWN,1999,1.0,5,102796,12611,90185,Senior Care Community,,10281401.0,0.0,7428816.0,2676561.0,193.94
19520,2016,NonResidential,Woodland Park Methodist Church,NORTHWEST,1922,1.0,2,21022,0,21022,Worship Facility,54.0,1078904.0,0.0,137902.0,807343.0,43.84
21380,2016,NonResidential,System Operations Center,Ballard,1993,1.0,1,27744,0,27744,Office,,5355753.0,0.0,5355752.0,0.0,37.34
26924,2016,NonResidential,Yesler Community Center,EAST,2005,0.0,2,29508,7120,22388,Other - Recreation,,2506557.5,0.0,791940.0,1425680.0,81.24
23164,2016,NonResidential,The Weller Building,DOWNTOWN,2001,1.0,5,70332,22095,48237,Office,89.0,2000777.25,0.0,1866104.0,115011.0,19.12
241,2016,NonResidential,Hotel Nexus,NORTHWEST,1968,1.0,4,64893,0,64893,Hotel,70.0,6211749.5,0.0,2620548.0,3577277.0,208.26
20168,2016,NonResidential,Spruce Street School,DOWNTOWN,1995,1.0,3,22860,0,22860,K-12 School,43.0,990507.3125,0.0,931148.0,0.0,6.49
426,2016,NonResidential,World Trade Center West,DOWNTOWN,1999,1.0,4,87500,17500,70000,Office,72.0,4549892.0,0.0,4549891.0,0.0,31.72
27553,2016,NonResidential,DAE II,GREATER DUWAMISH,1972,1.0,1,23232,0,23232,Non-Refrigerated Warehouse,,127374.0,0.0,127374.0,0.0,0.89
23343,2016,NonResidential,LAKE CITY,NORTH,1969,1.0,1,30160,0,30160,Other,,1184385.875,0.0,244597.0,801241.0,44.26
107,2016,NonResidential,City Place IV - SEDO,LAKE UNION,2010,1.0,12,571329,0,571329,Office,91.0,40153432.0,0.0,32206199.0,7399685.0,617.52
706,2016,NonResidential,333 Elliott West,MAGNOLIA / QUEEN ANNE,2008,1.0,5,183964,46763,137201,Office,56.0,14856199.0,0.0,14856198.0,0.0,103.57
26157,2016,NonResidential,Caroline Kline Galland Home,SOUTHEAST,1967,1.0,1,141297,0,141297,Senior Care Community,76.0,20378838.0,0.0,6797882.0,12625460.0,717.93
49718,2016,NonResidential,South Transfer Station,GREATER DUWAMISH,2012,2.0,2,137138,0,137138,Other - Utility,,5574345.0,0.0,5475366.0,0.0,38.17
19836,2016,NonResidential,Notion,DOWNTOWN,1928,1.0,3,21600,0,21600,College/University,,359207.1875,0.0,235546.0,88193.0,6.33
19896,2016,NonResidential,G4 Capital Sea Holdings LLC,DOWNTOWN,1923,1.0,3,22381,0,22381,Restaurant,,3625967.75,0.0,1319044.0,2213922.0,126.78
36587,2016,NonResidential,Meredith Mathews East Madison YMCA,CENTRAL,1991,1.0,1,45000,0,45000,Fitness Center/Health Club/Gym,,3769240.5,0.0,1051644.0,2453853.0,137.66
557,2016,NonResidential,Safeway 1845 - Greenwood Ave,NORTHWEST,2003,1.0,1,58184,7450,50734,Supermarket/Grocery Store,41.0,15076756.0,0.0,7956442.0,6758820.0,414.43
26331,2016,NonResidential,Solid Ground,LAKE UNION,1997,0.0,3,31686,7358,24328,Office,35.0,2305643.5,0.0,2305643.0,0.0,16.07
27703,2016,NonResidential,(ID27703) International Full Gospel Fellowship,North,1961,1.0,2,76475,0,76475,Worship Facility,,1913404.25,0.0,573241.0,1192573.0,67.33
414,2016,NonResidential,Onni 1411 Fourth Development LP,DOWNTOWN,1929,1.0,15,151039,0,151039,Office,84.0,0.0,2850077.75,2596546.0,0.0,238.09
25664,2016,NonResidential,Ballou Wright Building,EAST,1917,1.0,3,30720,0,30720,Office,,1361277.25,0.0,930084.0,358585.0,25.53
22261,2016,NonResidential,Building B,BALLARD,1975,1.0,3,41478,0,41478,Non-Refrigerated Warehouse,3.0,3287502.0,0.0,1799383.0,1236579.0,78.22
25670,2016,NonResidential,Legacy Pine Street,EAST,1906,1.0,3,20897,0,20897,Office,,1031474.188,0.0,725243.0,239681.0,17.79
590,2016,NonResidential,4727 Building,GREATER DUWAMISH,1969,1.0,2,104786,0,104786,Non-Refrigerated Warehouse,93.0,1153253.75,0.0,666718.0,361659.0,23.86
24602,2016,NonResidential,Southwest Precinct,DELRIDGE,2002,1.0,2,28531,0,28531,Other,,3611021.0,0.0,2013762.0,1481167.0,92.7
21389,2016,NonResidential,Double Y Investment Co.,BALLARD,1951,3.0,1,57310,0,57310,Distribution Center,,1395637.75,0.0,687408.0,566337.0,34.87
23958,2016,NonResidential,2100 Airport Way LLC,GREATER DUWAMISH,1949,1.0,1,20796,0,20796,Non-Refrigerated Warehouse,,1573106.75,0.0,416703.0,907389.0,51.1
20565,2016,NonResidential,Safeway 0368 - Queen Anne,MAGNOLIA / QUEEN ANNE,1962,1.0,1,25159,0,25159,Supermarket/Grocery Store,38.0,9072714.0,0.0,4878886.0,4026400.0,247.85
497,2016,NonResidential,08176-West Seattle,SOUTHWEST,1997,1.0,4,98475,0,98475,Non-Refrigerated Warehouse,83.0,1178591.625,0.0,768997.0,321500.0,22.44
576,2016,NonResidential,Northgate Village,North,1969,0.0,2,98539,0,98539,Strip Mall,,5502264.5,0.0,5266334.0,184107.0,46.49
21505,2016,NonResidential,U0010 - Union Stables,DOWNTOWN,1909,1.0,5,66900,0,66900,Office,100.0,1634178.25,0.0,1574921.0,59257.0,14.13
295,2016,NonResidential,1122 3rd Ave,DOWNTOWN,1955,1.0,15,230880,0,230880,Other,,61674856.0,0.0,62197171.0,0.0,433.6
5,2016,NonResidential,HOTEL MAX,DOWNTOWN,1926,1.0,10,61320,0,61320,Hotel,56.0,6946800.5,2214446.25,2768924.0,1811213.0,286.43
25666,2016,NonResidential,(ID25666) POST OPTIONS,EAST,1916,1.0,2,20640,0,20640,Retail Store,,412562.4063,0.0,412562.0,0.0,2.88
21916,2016,NonResidential,Union Bay Plaza,NORTHEAST,1945,1.0,2,22135,0,22135,Medical Office,,1365716.125,0.0,858099.0,403535.0,27.41
20439,2016,NonResidential,West Seattle Family YMCA,SOUTHWEST,1984,1.0,1,33334,0,33334,Fitness Center/Health Club/Gym,,6405464.5,0.0,2484706.0,3633594.0,210.3
693,2016,NonResidential,Queen Anne Square East (200),MAGNOLIA / QUEEN ANNE,1982,1.0,5,98668,0,98668,Office,91.0,4395027.0,0.0,4391348.0,0.0,30.61
35392,2016,NonResidential,70500881 -- Uptown,MAGNOLIA / QUEEN ANNE,2006,1.0,4,45980,0,45980,Supermarket/Grocery Store,79.0,8573323.0,0.0,5369235.0,2936020.0,193.36
26528,2016,NonResidential,4701 University Way Bldg,NORTHEAST,1957,1.0,1,27966,7004,20962,Office,58.0,1181649.25,0.0,1100500.0,0.0,7.67
21496,2016,NonResidential,Soames Dunn Building,DOWNTOWN,1918,1.0,1,34617,0,34617,Other - Restaurant/Bar,,5123179.0,0.0,2805989.0,2330615.0,143.34
35,2016,NonResidential,Hotel Five,DOWNTOWN,1978,1.0,5,68410,16200,52210,Hotel,57.0,4557974.0,0.0,2346349.0,2110365.0,128.44
20989,2016,NonResidential,Building N,GREATER DUWAMISH,1969,1.0,1,20500,0,20500,Non-Refrigerated Warehouse,65.0,222600.0938,0.0,222600.0,0.0,1.55
439,2016,NonResidential,Fisher Plaza - East Building,LAKE UNION,2001,1.0,6,378443,177660,200783,Parking,100.0,55073120.0,0.0,53506520.0,1566594.0,456.22
585,2016,NonResidential,NWH Outpatient Medical Center,NORTHWEST,1961,1.0,3,133298,0,133298,Medical Office,21.0,16041286.0,0.0,11600182.0,4040810.0,295.48
